node,node_type,layer,is_endpoint,is_latent,is_rare_signal,recommended_use,value_type,severity_weight,observability,rarity_weight,node_priority_weight
se__Pulmonary oedema,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lightheadedness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gynaecomastia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Mouth ulceration,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ecchymosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Bladder pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Neoplasm,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Urine output increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rash maculo-papular,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Coma,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oesophagitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cramps of lower extremities,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dry eye,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Aplastic anaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Photophobia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Neuropathy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood urea increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vaginal infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Fluid retention,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Candida infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Skin exfoliation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Colitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Depressed level of consciousness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Urinary incontinence,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Nightmare,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cystitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Salivary hypersecretion,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Influenza like illness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Wheezing,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Melaena,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cystitis noninfective,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Eructation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hyperkalaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dermatitis contact,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Abnormal dreams,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Injection site reaction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hiccups,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vaginal inflammation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pulmonary embolism,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ventricular tachycardia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatocellular injury,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood pressure increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Phosphatase alkaline increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Neck pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Musculoskeletal pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Coordination abnormal,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood uric acid increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Muscle twitching,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Respiratory failure,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gait disturbance,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vasculitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Atrioventricular block,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Inflammation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Bone pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Creatinine increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hearing impaired,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cataract,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ulcer,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatic enzyme increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypercholesterolaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dysarthria,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood bilirubin increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dyskinesia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Leukocytosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gout,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Drug interaction,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hyperuricaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Nocturia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oliguria,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Herpes simplex,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Lacrimation increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Glossitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Thinking abnormal,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cough increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hypocalcaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cellulitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Arthropathy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oropharyngeal pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dysmenorrhoea,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hyperbilirubinaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ventricular extrasystoles,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Bone disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Viral infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Skin discolouration,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rectal haemorrhage,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gastrooesophageal reflux disease,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Musculoskeletal stiffness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Protein urine present,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Chest discomfort,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rhabdomyolysis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Accidental injury,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Proteinuria,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Jaundice cholestatic,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Aggression,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vasodilation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cardiovascular disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Amenorrhoea,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vasodilation procedure,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Extravasation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tenderness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Breast pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Contusion,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Disturbance in attention,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Sensory loss,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Speech disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Delirium,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Eye irritation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Neoplasm malignant,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Apnoea,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Acne,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Liver injury,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Extrasystoles,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blood disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pallor,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Numbness,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Endocrine disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Petechiae,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gamma-glutamyltransferase increased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dysphonia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Injection site pain,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rigors,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Stinging,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rhinorrhoea,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Glycosuria,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ageusia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Nephrolithiasis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Myocardial ischaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tingling sensation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Mydriasis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rash pustular,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Abscess,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Necrosis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hyperaesthesia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Memory impairment,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Feeling hot,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Gingivitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Skin ulcer,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Otitis media,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Coagulopathy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Fungal infection,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hepatotoxicity,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Amblyopia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tubulointerstitial nephritis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ventricular fibrillation,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pleural effusion,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Rash erythematous,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Cholestasis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Scotoma,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Herpes zoster,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Pulmonary function test decreased,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Extrapyramidal disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Glaucoma,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Respiratory depression,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Albuminuria,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Laryngospasm,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Neuritis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Stupor,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Ventricular arrhythmia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Dermatitis atopic,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Haemoptysis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Vaginal haemorrhage,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Menorrhagia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Oropharyngeal discomfort,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Mania,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Tongue disorder,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Flat affect,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Laryngitis,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Blister,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Throat sore,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Hyperlipidaemia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Influenza-like symptoms,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Apathy,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
se__Metrorrhagia,drug_exposure,2_drug_exposure,False,False,False,feature_or_target,binary,1.0,1.0,1.0,1.0
